"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","n_boot_attempted","n_boot_used","n_boot_nonconv","n_boot_errors","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","error_rate","mc_se_error","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes","max_absolute_curvature_error"
"structural-information-patterns","efrm","exact patterns and numerical likelihood curvature",50,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"tools/simval/studies/structural-information-patterns.R","a14acaa671b67c7dedd6647ce72e1333","git:86ddf2c+dirty","8acfbb166135","2026-09-07","fixed parameters; eight response cells with mixed category counts; unequal set units in EFRM; 40 missingness patterns per design; three theta points; conformance only, no error-rate calibration",1.54756765624597e-07
"structural-information-patterns","mfrm","exact patterns and numerical likelihood curvature",50,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"tools/simval/studies/structural-information-patterns.R","a14acaa671b67c7dedd6647ce72e1333","git:86ddf2c+dirty","8acfbb166135","2026-09-07","fixed parameters; eight response cells with mixed category counts; unequal set units in EFRM; 40 missingness patterns per design; three theta points; conformance only, no error-rate calibration",2.0504695252832e-07
