"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","n_boot_attempted","n_boot_used","n_boot_nonconv","n_boot_errors","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","error_rate","mc_se_error","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes"
"tailored-zero-draws","N=35; four items; chance just above minimum fitted probability","fraction of attempted draws retained as exact zero changes",200,200,0,0,7,0,0,200,193,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.035,0.012995191418367,0,0,0,0,"tools/simval/studies/tailored-zero-draws.R","d0879dd3e7e87ddfc0dbb5f136644cd9","git:86ddf2c+dirty","c98dfbd428e8","2026-09-07","zero draws=130/200; fraction=0.6500; MCSE=0.0337; remaining usable draws have nonzero shifts; not a null-calibration claim"
"tailored-zero-draws","N=150; four items; chance just above minimum fitted probability","fraction of attempted draws retained as exact zero changes",200,200,0,0,2,0,0,200,198,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.01,0.00703562363973514,0,0,0,0,"tools/simval/studies/tailored-zero-draws.R","d0879dd3e7e87ddfc0dbb5f136644cd9","git:86ddf2c+dirty","c98dfbd428e8","2026-09-07","zero draws=95/200; fraction=0.4750; MCSE=0.0353; remaining usable draws have nonzero shifts; not a null-calibration claim"
