"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_boot_attempted","n_boot_used","n_boot_nonconv","n_boot_errors","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","error_rate","mc_se_error","script","script_md5","package_sha","r_tree_md5","executed","notes"
"paired-comparison fit bootstrap","polytomous, 6 objects x 20 judges, four categories","total pairwise chi-square Type I error",200,200,0,0,0,39800,39800,0,0,NA,NA,NA,NA,NA,NA,NA,0.03,0.0120623380818148,NA,NA,NA,NA,0,0,0,0,0,0,"tools/simval/studies/cj-fit-bootstrap-polytomous-topup.R","fb967cc837d5705ef3967f5ef9ded899","0b76116","d0efb1e5b3a7","2026-08-31","B = 199; fitted four-category scale retained; 0 of 39800 bootstrap refits did not converge; 0 otherwise failed"
"paired-comparison fit bootstrap","polytomous, 6 objects x 20 judges, four categories","pair chi-square joint-adjusted familywise error",200,200,0,0,0,39800,39800,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.00989949493661166,NA,NA,0,0,0,0,0,0,"tools/simval/studies/cj-fit-bootstrap-polytomous-topup.R","fb967cc837d5705ef3967f5ef9ded899","0b76116","d0efb1e5b3a7","2026-08-31","B = 199; fitted four-category scale retained; 0 of 39800 bootstrap refits did not converge; 0 otherwise failed"
"paired-comparison fit bootstrap","polytomous, 6 objects x 20 judges, four categories","object fit-residual joint-adjusted familywise error",200,200,0,0,0,39800,39800,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.0180416185526687,NA,NA,0,0,0,0,0,0,"tools/simval/studies/cj-fit-bootstrap-polytomous-topup.R","fb967cc837d5705ef3967f5ef9ded899","0b76116","d0efb1e5b3a7","2026-08-31","B = 199; fitted four-category scale retained; 0 of 39800 bootstrap refits did not converge; 0 otherwise failed"
"paired-comparison fit bootstrap","polytomous, 6 objects x 20 judges, four categories","judge fit-residual joint-adjusted familywise error",200,200,0,0,0,39800,39800,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,0.014658615214269,NA,NA,0,0,0,0,0,0,"tools/simval/studies/cj-fit-bootstrap-polytomous-topup.R","fb967cc837d5705ef3967f5ef9ded899","0b76116","d0efb1e5b3a7","2026-08-31","B = 199; fitted four-category scale retained; 0 of 39800 bootstrap refits did not converge; 0 otherwise failed"
"paired-comparison fit bootstrap","polytomous, 6 objects x 20 judges, four categories","judge fit-residual marginal Type I error",200,200,0,0,0,39800,39800,0,0,NA,NA,NA,NA,NA,NA,NA,0.03775,0.00312023506072393,NA,NA,NA,NA,0,0,0,0,0,0,"tools/simval/studies/cj-fit-bootstrap-polytomous-topup.R","fb967cc837d5705ef3967f5ef9ded899","0b76116","d0efb1e5b3a7","2026-08-31","B = 199; fitted four-category scale retained; 0 of 39800 bootstrap refits did not converge; 0 otherwise failed"
