"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","script","script_md5","package_sha","executed","notes"
"btl-clustered","J10_balanced_dep0.0","type1_clustered",180,180,0,0,NA,NA,NA,NA,NA,NA,NA,0.0482142857142857,0.00438154909650496,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J10_balanced_dep0.0","type1_naive",180,180,0,0,NA,NA,NA,NA,NA,NA,NA,0.0494047619047619,0.00505918148224566,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J10_balanced_dep0.0","familywise_clustered",180,180,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.0370809924354783,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J10_balanced_dep0.0","coverage_clustered",180,180,0,0,NA,NA,NA,NA,NA,0.946230158730159,0.00443562648181535,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI"
"btl-clustered","J10_balanced_dep0.0","coverage_naive",180,180,0,0,NA,NA,NA,NA,NA,0.949603174603175,0.00474849209158174,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI"
"btl-clustered","J10_balanced_dep0.0","contrast_small_O4_O5",180,180,0,0,-0.408248290463863,-0.00684944479124504,0.184599358163136,0.169399155684776,1.08973009586096,0.946230158730159,0.016812469816521,NA,NA,NA,NA,0.572222222222222,0.0368769689204887,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_balanced_dep0.0","contrast_large_O1_O8",180,180,0,0,-2.85773803324704,-0.00643391511991683,0.22121760298486,0.218439666787511,1.01271717833213,0.946230158730159,0.016812469816521,NA,NA,NA,NA,1,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_balanced_dep0.0","clustered_inference_available",180,180,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","fraction of replicates where cluster_inference == TRUE (J=10 -> should be 1 (always available) per the <10-judge withholding guard)"
"btl-clustered","J12_balanced_dep0.0","type1_clustered",105,105,0,0,NA,NA,NA,NA,NA,NA,NA,0.0486394557823129,0.00549223122052997,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J12_balanced_dep0.0","type1_naive",105,105,0,0,NA,NA,NA,NA,NA,NA,NA,0.045578231292517,0.0057289687015871,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J12_balanced_dep0.0","familywise_clustered",105,105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60952380952381,0.0476099764602609,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J12_balanced_dep0.0","coverage_clustered",105,105,0,0,NA,NA,NA,NA,NA,0.930612244897959,0.00814279878115032,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI"
"btl-clustered","J12_balanced_dep0.0","coverage_naive",105,105,0,0,NA,NA,NA,NA,NA,0.936054421768707,0.00856050943721201,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI"
"btl-clustered","J12_balanced_dep0.0","contrast_small_O4_O5",105,105,0,0,-0.408248290463863,0.00442188517139921,0.18841521022076,0.171095376618261,1.10122911527377,0.930612244897959,0.024798827649698,NA,NA,NA,NA,0.523809523809524,0.0487396491161104,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_balanced_dep0.0","contrast_large_O1_O8",105,105,0,0,-2.85773803324704,-0.034217634944101,0.250753676385195,0.223006759744378,1.12442186359114,0.930612244897959,0.024798827649698,NA,NA,NA,NA,1,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_balanced_dep0.0","clustered_inference_available",105,105,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","fraction of replicates where cluster_inference == TRUE (J=12 -> should be 1 (always available) per the <10-judge withholding guard)"
"btl-clustered","J50_balanced_dep0.0","type1_clustered",105,105,0,0,NA,NA,NA,NA,NA,NA,NA,0.0486394557823129,0.00635951575115693,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J50_balanced_dep0.0","type1_naive",105,105,0,0,NA,NA,NA,NA,NA,NA,NA,0.0496598639455782,0.00638465503518701,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J50_balanced_dep0.0","familywise_clustered",105,105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514285714285714,0.0487750832531907,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J50_balanced_dep0.0","coverage_clustered",105,105,0,0,NA,NA,NA,NA,NA,0.948299319727891,0.00626434498610923,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI"
"btl-clustered","J50_balanced_dep0.0","coverage_naive",105,105,0,0,NA,NA,NA,NA,NA,0.947278911564626,0.00661115005159323,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI"
"btl-clustered","J50_balanced_dep0.0","contrast_small_O4_O5",105,105,0,0,-0.408248290463863,0.019039491557642,0.181815768787471,0.174673297210351,1.0408904605981,0.948299319727891,0.0216085785283156,NA,NA,NA,NA,0.59047619047619,0.0479894888250012,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_balanced_dep0.0","contrast_large_O1_O8",105,105,0,0,-2.85773803324704,-0.030235757862126,0.223770758859243,0.221481784752535,1.01033481877196,0.948299319727891,0.0216085785283156,NA,NA,NA,NA,1,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_balanced_dep0.0","clustered_inference_available",105,105,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-clustered.R","ae2a2d604613976699a6a96651d4569a","1740ef6","2026-08-11","fraction of replicates where cluster_inference == TRUE (J=50 -> should be 1 (always available) per the <10-judge withholding guard)"
