"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","script","script_md5","package_sha","r_tree_md5","executed","notes"
"btl-cluster-jackknife","10 judges; balanced","CR1 location uncertainty",500,500,0,0,0,0.00899406293979598,0.1640976395194,0.154718657940799,1.06061958979886,0.946,0.0101078187557949,0.054,0.0101078187557949,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","current judge-clustered sandwich with CR1 scale and t(J-1)"
"btl-cluster-jackknife","10 judges; balanced","delete-one-judge uncertainty",500,500,0,0,0,0.00899406293979598,0.1640976395194,0.155056782923181,1.05830674689477,0.944,0.0102824121683582,0.056,0.0102824121683582,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","delete-one-judge refits; t(J-1); comparison candidate only"
"btl-cluster-jackknife","20 judges; one carries 20 per cent","CR1 location uncertainty",500,500,0,0,0,-0.000177107493777511,0.126397434737586,0.118718828604802,1.06467892433765,0.958,0.00897061870775924,0.042,0.00897061870775924,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","current judge-clustered sandwich with CR1 scale and t(J-1)"
"btl-cluster-jackknife","20 judges; one carries 20 per cent","delete-one-judge uncertainty",500,500,0,0,0,-0.000177107493777511,0.126397434737586,0.124886423668297,1.01209908190903,0.96,0.00876356092008266,0.04,0.00876356092008266,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","delete-one-judge refits; t(J-1); comparison candidate only"
"btl-cluster-jackknife","12 judges; concentrated below public guard","CR1 location uncertainty",500,500,0,0,0,0.0180199836069295,0.182937826795205,0.163452229566166,1.11921279557188,0.936,0.0109456840809517,0.064,0.0109456840809517,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","current judge-clustered sandwich with CR1 scale and t(J-1)"
"btl-cluster-jackknife","12 judges; concentrated below public guard","delete-one-judge uncertainty",500,500,0,0,0,0.0180199836069295,0.182937826795205,0.18044132381472,1.01383553904231,0.946,0.0101078187557949,0.054,0.0101078187557949,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","delete-one-judge refits; t(J-1); comparison candidate only"
"btl-cluster-jackknife","20 judges; one carries 20 per cent; effect 0.4","CR1 location uncertainty",500,500,0,0,0.4,-0.0389622127685715,0.127971866676075,0.118942853859402,1.07591051100342,0.928,0.0115599307956406,NA,NA,NA,NA,0.786,0.0183414285157945,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","current judge-clustered sandwich with CR1 scale and t(J-1)"
"btl-cluster-jackknife","20 judges; one carries 20 per cent; effect 0.4","delete-one-judge uncertainty",500,500,0,0,0.4,-0.0389622127685715,0.127971866676075,0.125059495088093,1.023287888584,0.94,0.0106207344378814,NA,NA,NA,NA,0.758,0.0191539029965174,0,0,0,0,"tools/simval/studies/btl-cluster-jackknife.R","27bdc7bbb4fed9d488e6a216c250bdec","bd518e8+dirty","735ec7272129","2026-08-22","delete-one-judge refits; t(J-1); comparison candidate only"
