"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes"
"btl-clustered","J50_skewed_dep0.3","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J50_skewed_dep0.3","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J50_skewed_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.814183673469388,0.00470698960593932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J50_skewed_dep0.3","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.393889329698319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_skewed_dep0.3","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.75873274222437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_skewed_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=50, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J10_balanced_dep0.6","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0508163265306123,0.00247340692823748,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J10_balanced_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.278112244897959,0.00547554723735282,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J10_balanced_dep0.6","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562857142857143,0.0187482943830646,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J10_balanced_dep0.6","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.949081632653061,0.00253806526189833,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J10_balanced_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.769948979591837,0.00523839678947965,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J10_balanced_dep0.6","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.358273743058561,-0.00973564858322565,0.289409559638058,0.28157747093909,1.02781504029014,0.949081632653061,0.00830883241012332,NA,NA,NA,NA,0.208571428571429,0.0153562173427806,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_balanced_dep0.6","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.51427099098899,-0.0444023558042697,0.337296510904557,0.308472773340007,1.09344013493463,0.949081632653061,0.00830883241012332,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_balanced_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=10, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J12_balanced_dep0.6","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.051530612244898,0.00245960404504942,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J12_balanced_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.24719387755102,0.00526967428137626,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J12_balanced_dep0.6","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564285714285714,0.01874137313687,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J12_balanced_dep0.6","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.953622448979592,0.00243182986631812,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J12_balanced_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.799489795918367,0.00501758512686818,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J12_balanced_dep0.6","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.358273743058561,-0.00775477008216983,0.269904543656574,0.270108660308674,0.999244316521113,0.953622448979592,0.00794864532768748,NA,NA,NA,NA,0.241428571428571,0.0161749725690441,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_balanced_dep0.6","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.51427099098899,-0.047578535647555,0.308341679552901,0.298558182162751,1.03276914844295,0.953622448979592,0.00794864532768748,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_balanced_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=12, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J20_balanced_dep0.6","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0485204081632653,0.00249239144432194,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J20_balanced_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.174081632653061,0.00473397801246768,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J20_balanced_dep0.6","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532857142857143,0.018857374766663,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J20_balanced_dep0.6","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.953469387755102,0.00236178506779221,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J20_balanced_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.860612244897959,0.00441262532650327,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J20_balanced_dep0.6","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.358273743058561,-0.0089447866179337,0.240269836998841,0.236222490123834,1.01713362209028,0.953469387755102,0.00796111212340632,NA,NA,NA,NA,0.308571428571429,0.0174583218814253,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_balanced_dep0.6","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.51427099098899,-0.00851314813908501,0.261648533039001,0.270788042479311,0.966248474797374,0.953469387755102,0.00796111212340632,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_balanced_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=20, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J50_balanced_dep0.6","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0545918367346939,0.00261460564639264,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J50_balanced_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.115969387755102,0.00385952414421132,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J50_balanced_dep0.6","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558571428571429,0.018768110786845,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J50_balanced_dep0.6","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.949183673469388,0.00256549280079707,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J50_balanced_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.911122448979592,0.00345338954910708,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J50_balanced_dep0.6","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.358273743058561,-0.00468796429014315,0.192109384195024,0.202344465925177,0.949417535669409,0.949183673469388,0.0083009489550934,NA,NA,NA,NA,0.41,0.018589551596836,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_balanced_dep0.6","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.51427099098899,-0.0309202374262949,0.24126919353862,0.236645962591002,1.01953648774312,0.949183673469388,0.0083009489550934,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_balanced_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=50, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J10_skewed_dep0.6","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J10_skewed_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.476989795918367,0.00515710663844225,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J10_skewed_dep0.6","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J10_skewed_dep0.6","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J10_skewed_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.588469387755102,0.00538707884620915,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J10_skewed_dep0.6","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.358273743058561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_skewed_dep0.6","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.51427099098899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_skewed_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=10, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J12_skewed_dep0.6","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J12_skewed_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.475051020408163,0.00505885896896117,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J12_skewed_dep0.6","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J12_skewed_dep0.6","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J12_skewed_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.587142857142857,0.00541744163472227,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J12_skewed_dep0.6","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.358273743058561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_skewed_dep0.6","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.51427099098899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_skewed_dep0.6","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=12, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J20_skewed_dep0.6","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J20_skewed_dep0.6","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.462448979591837,0.0053094621202106,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J20_skewed_dep0.6","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J20_skewed_dep0.6","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J20_skewed_dep0.6","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.596734693877551,0.00553786028022419,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J20_skewed_dep0.6","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.358273743058561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
