"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes"
"btl-clustered","J50_skewed_dep0.0","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.85773803324704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_skewed_dep0.0","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=50, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J10_balanced_dep0.3","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0516326530612245,0.00239529043684423,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J10_balanced_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.132908163265306,0.00415123559270849,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J10_balanced_dep0.3","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565714285714286,0.0187342937132133,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J10_balanced_dep0.3","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.94765306122449,0.00248147893112094,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J10_balanced_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.891887755102041,0.00392656509748203,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J10_balanced_dep0.3","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.393889329698319,0.0181470334449418,0.219972593628615,0.213598890157925,1.02983959076743,0.94765306122449,0.00841824012625842,NA,NA,NA,NA,0.335714285714286,0.0178489777250941,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_balanced_dep0.3","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.75873274222437,-0.0232901464071801,0.251443323005135,0.250498870013406,1.00377028843156,0.94765306122449,0.00841824012625842,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_balanced_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=10, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J12_balanced_dep0.3","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0488265306122449,0.00240707344888662,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J12_balanced_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.119540816326531,0.00387247052569412,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J12_balanced_dep0.3","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547142857142857,0.0188140354530641,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J12_balanced_dep0.3","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.94765306122449,0.00250240083278221,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J12_balanced_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.902397959183673,0.00362073792326169,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J12_balanced_dep0.3","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.393889329698319,0.00355569464193253,0.215087623740461,0.205595219503295,1.04617035483655,0.94765306122449,0.00841824012625842,NA,NA,NA,NA,0.39,0.0184352147494176,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_balanced_dep0.3","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.75873274222437,-0.0322975550522283,0.250092005938874,0.244908633700333,1.02116451413013,0.94765306122449,0.00841824012625842,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_balanced_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=12, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J20_balanced_dep0.3","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.049234693877551,0.00254603392825035,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J20_balanced_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0911734693877551,0.00361425242614639,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J20_balanced_dep0.3","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527142857142857,0.0188703571510649,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J20_balanced_dep0.3","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.952397959183673,0.00242154186226132,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J20_balanced_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.92280612244898,0.00326155578894797,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J20_balanced_dep0.3","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.393889329698319,-0.000773040503664617,0.196815458751237,0.196508449054161,1.00156232313956,0.952397959183673,0.0080477225284502,NA,NA,NA,NA,0.467142857142857,0.018857374766663,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_balanced_dep0.3","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.75873274222437,-0.0303229809632787,0.231322287246131,0.23769239302408,0.973200211849848,0.952397959183673,0.0080477225284502,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_balanced_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=20, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J50_balanced_dep0.3","type1_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0571428571428571,0.00260740296056113,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J50_balanced_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0772448979591837,0.00313716830387319,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J50_balanced_dep0.3","familywise_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584285714285714,0.0186277794998816,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J50_balanced_dep0.3","coverage_clustered",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.953418367346939,0.00247622609894164,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J50_balanced_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.944438775510204,0.00277630598239244,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J50_balanced_dep0.3","contrast_small_O4_O5",700,700,0,0,0,0,0,-0.393889329698319,0.00781649761313576,0.187324959589461,0.182122273613592,1.02856699442984,0.953418367346939,0.00796526245217646,NA,NA,NA,NA,0.547142857142857,0.0188140354530641,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_balanced_dep0.3","contrast_large_O1_O8",700,700,0,0,0,0,0,-2.75873274222437,-0.0253050690833698,0.221893784196358,0.226897726553668,0.977946264895137,0.953418367346939,0.00796526245217646,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J50_balanced_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=50, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J10_skewed_dep0.3","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J10_skewed_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.250051020408163,0.0050644211000555,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J10_skewed_dep0.3","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J10_skewed_dep0.3","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J10_skewed_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.806326530612245,0.00487983005370073,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J10_skewed_dep0.3","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.393889329698319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_skewed_dep0.3","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.75873274222437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J10_skewed_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=10, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J12_skewed_dep0.3","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J12_skewed_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.251224489795918,0.00501584958316165,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J12_skewed_dep0.3","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J12_skewed_dep0.3","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J12_skewed_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.807551020408163,0.00476563728806805,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J12_skewed_dep0.3","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.393889329698319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_skewed_dep0.3","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.75873274222437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J12_skewed_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=12, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J20_skewed_dep0.3","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J20_skewed_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.246581632653061,0.00511247181929265,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
"btl-clustered","J20_skewed_dep0.3","familywise_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","P(>=1 false rejection among 28 non-independent pairwise tests/replicate)"
"btl-clustered","J20_skewed_dep0.3","coverage_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, clustered SE, t(df=nJudge-1) CI; target = population-averaged (marginal) contrasts, the estimand of the marginal BTL fit under judge heterogeneity"
"btl-clustered","J20_skewed_dep0.3","coverage_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0.812448979591837,0.00475507942308389,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, spaced truth, unclustered SE, normal(z) CI; same population-averaged targets"
"btl-clustered","J20_skewed_dep0.3","contrast_small_O4_O5",0,700,0,0,0,700,0,-0.393889329698319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","adjacent-object contrast, |true diff| ~0.41 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_skewed_dep0.3","contrast_large_O1_O8",0,700,0,0,0,700,0,-2.75873274222437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","extreme-object contrast, |true diff| ~2.86 logits; coverage95 is the pooled 28-pair figure"
"btl-clustered","J20_skewed_dep0.3","clustered_inference_available",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","fraction of replicates where cluster_inference == TRUE (J=20, balanced-count expectation 1 for balanced allocations; since 1.14.2 the guard also requires >=8 EFFECTIVE judges, so skewed allocations withhold regardless of J)"
"btl-clustered","J50_skewed_dep0.3","type1_clustered",0,700,0,0,0,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth (all true diffs = 0), t(df=nJudge-1) test"
"btl-clustered","J50_skewed_dep0.3","type1_naive",700,700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.245612244897959,0.00524308134384103,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"tools/simval/studies/btl-clustered.R","b099fcc6eb0dc2c106d500e57423ab41","4067169+dirty","4a0e2bf8b357","2026-08-12","pooled over 28 pairs, flat truth, unclustered SE, normal(z) test"
