"scenario","replicate","B","seed","status","message","warnings","n_boot_attempted","n_boot_used","n_boot_nonconv","n_boot_errors","same_data_max_error","imposed_count_max_error","min_intervals","max_intervals","total","chisq_marginal","chisq_familywise","fit_resid_marginal","fit_resid_familywise","infit_z_marginal","infit_z_familywise","outfit_z_marginal","outfit_z_familywise","script","script_md5","package_sha","r_tree_md5","executed","harness_md5","algorithm"
"linked booklets",71,600,6000071,"ok","","",600,600,0,0,0,7.15892943068487,3,7,0,0,0,0,0,0.133333333333333,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",72,600,6000072,"ok","","",600,600,0,0,0,10.0920957995275,3,7,0,0.0666666666666667,1,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",73,600,6000073,"ok","","",600,600,0,0,0,5.26285188982312,3,7,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",74,600,6000074,"ok","","",600,600,0,0,0,7.98217379016696,3,7,0,0.133333333333333,0,0.2,1,0.2,0,0.2,1,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",75,600,6000075,"ok","","",600,600,0,0,0,6.68958928329569,3,7,0,0,0,0.0666666666666667,0,0,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",76,600,6000076,"ok","","",600,600,0,0,0,5.88012315446398,3,7,0,0.0666666666666667,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",77,600,6000077,"ok","","",600,600,0,0,0,9.21401645333389,3,7,0,0,0,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",78,600,6000078,"ok","","",600,600,0,0,0,10.9577855667957,3,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",79,600,6000079,"ok","","",600,600,0,0,0,9.1783001394644,3,7,0,0.0666666666666667,0,0.133333333333333,0,0.0666666666666667,0,0.133333333333333,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",80,600,6000080,"ok","","",600,600,0,0,0,10.1936944111484,3,7,0,0.0666666666666667,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",81,600,6000081,"ok","","",600,600,0,0,0,6.42163422323704,3,7,1,0.133333333333333,0,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",82,600,6000082,"ok","","",600,600,0,0,0,6.54411327609174,3,7,0,0,0,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",83,600,6000083,"ok","","",600,600,0,0,0,10.4550401151511,3,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",84,600,6000084,"ok","","",600,600,0,0,0,8.21791875974522,3,7,0,0,0,0.0666666666666667,1,0.133333333333333,0,0.133333333333333,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",85,600,6000085,"ok","","",600,600,0,0,0,16.4431354425043,3,7,0,0.0666666666666667,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",86,600,6000086,"ok","","",600,600,0,0,0,9.4190372971349,3,7,1,0.133333333333333,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",87,600,6000087,"ok","","",600,600,0,0,0,8.67923820088814,3,7,0,0,0,0.0666666666666667,0,0,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",88,600,6000088,"ok","","",600,600,0,0,0,6.45183559378864,3,7,0,0,0,0.133333333333333,0,0.133333333333333,0,0.133333333333333,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",89,600,6000089,"ok","","",600,600,0,0,0,6.16205998149977,3,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",90,600,6000090,"ok","","",600,600,0,0,0,5.11184469597487,3,7,0,0.133333333333333,0,0.0666666666666667,0,0,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",91,600,6000091,"ok","","",600,600,0,0,0,8.25395450924115,3,7,0,0.0666666666666667,0,0.0666666666666667,0,0.2,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",92,600,6000092,"ok","","",600,600,0,0,0,9.95281940379945,3,7,0,0.0666666666666667,0,0,0,0.0666666666666667,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",93,600,6000093,"ok","","",600,600,0,0,0,6.94240889958694,3,7,0,0.0666666666666667,0,0.0666666666666667,0,0.2,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",94,600,6000094,"ok","","",600,600,0,0,0,6.44940130973349,3,7,0,0.133333333333333,0,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",95,600,6000095,"ok","","",600,600,0,0,0,8.78521347016438,3,7,0,0,0,0.133333333333333,1,0.0666666666666667,0,0.133333333333333,1,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",96,600,6000096,"ok","","",600,600,0,0,0,6.00676323120824,3,7,0,0,0,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",97,600,6000097,"ok","","",600,600,0,0,0,8.26560119379388,3,7,0,0,0,0.0666666666666667,0,0,0,0.0666666666666667,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",98,600,6000098,"ok","","",600,600,0,0,0,7.81263233106975,3,7,0,0.0666666666666667,0,0.133333333333333,0,0.133333333333333,0,0.133333333333333,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",99,600,6000099,"ok","","",600,600,0,0,0,5.35174247649861,3,7,0,0.0666666666666667,0,0.0666666666666667,1,0.0666666666666667,1,0.0666666666666667,1,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"linked booklets",100,600,6000100,"ok","","",600,600,0,0,0,8.36144010178416,3,7,0,0.0666666666666667,1,0,0,0.0666666666666667,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",1,399,9000001,"ok","","",399,399,0,0,0,4.88344937415062,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",2,399,9000002,"ok","","",399,399,0,0,0,5.43472670558946,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",3,399,9000003,"ok","","",399,399,0,0,0,9.40537677633301,2,7,0,0.125,0,0.125,0,0.125,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",4,399,9000004,"ok","","",399,399,0,0,0,4.15711436353595,2,6,0,0.25,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",5,399,9000005,"ok","","",399,399,0,0,0,4.35486226678855,2,7,1,0.25,0,0.125,0,0.125,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",6,399,9000006,"ok","","",399,399,0,0,0,3.52174426015549,2,7,0,0.25,1,0.125,0,0.125,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",7,399,9000007,"ok","","",399,399,0,0,0,5.97811677239129,2,7,0,0.125,1,0.125,1,0.25,0,0.125,1,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",8,399,9000008,"ok","","",399,399,0,0,0,3.03587481234088,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",9,399,9000009,"ok","","",399,399,0,0,0,2.36905285095984,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",10,399,9000010,"ok","","",399,399,0,0,0,3.48166340499981,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",11,399,9000011,"ok","","",399,399,0,0,0,0.76108163074844,2,6,0,0.125,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",12,399,9000012,"ok","","",399,399,0,0,0,5.82186900536661,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",13,399,9000013,"ok","","",399,399,0,0,0,2.41558089182834,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",14,399,9000014,"ok","","",399,399,0,0,0,2.32343852241003,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",15,399,9000015,"ok","","",399,399,0,0,0,6.68288551224261,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",16,399,9000016,"ok","","",399,399,0,0,0,6.07908297318573,2,7,0,0.125,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",17,399,9000017,"ok","","",399,399,0,0,0,9.75712028352892,2,6,0,0.125,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",18,399,9000018,"ok","","",399,399,0,0,0,6.58803737893222,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",19,399,9000019,"ok","","",399,399,0,0,0,2.63499248306729,2,6,0,0,0,0.125,1,0.125,1,0.125,1,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",20,399,9000020,"ok","","",399,399,0,0,0,2.85227032510089,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",21,399,9000021,"ok","","",399,399,0,0,0,1.55539524272189,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",22,399,9000022,"ok","","",399,399,0,0,0,5.21805714128264,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",23,399,9000023,"ok","","",399,399,0,0,0,5.96601841080399,2,6,0,0,0,0.125,0,0.25,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",24,399,9000024,"ok","","",399,399,0,0,0,7.28932385208038,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",25,399,9000025,"ok","","",399,399,0,0,0,5.52916669032541,2,7,0,0,0,0.125,0,0.125,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",26,399,9000026,"ok","","",399,399,0,0,0,4.9472323686666,2,7,0,0,0,0,0,0.125,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",27,399,9000027,"ok","","",399,399,0,0,0,5.61121622927268,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",28,399,9000028,"ok","","",399,399,0,0,0,1.37759850678739,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",29,399,9000029,"ok","","",399,399,0,0,0,3.49854861304679,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",30,399,9000030,"ok","","",399,399,0,0,0,6.4390856451266,2,7,0,0.125,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",31,399,9000031,"ok","","",399,399,0,0,0,8.06932734320819,2,7,1,0,0,0.125,0,0,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",32,399,9000032,"ok","","",399,399,0,0,0,4.37133466178381,2,6,0,0.125,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",33,399,9000033,"ok","","",399,399,0,0,0,3.2413606922043,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",34,399,9000034,"ok","","",399,399,0,0,0,3.32310643795977,2,6,0,0,0,0.125,0,0.125,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",35,399,9000035,"ok","","",399,399,0,0,0,6.02506344811159,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",36,399,9000036,"ok","","",399,399,0,0,0,6.60148246839052,2,6,0,0,0,0,0,0.125,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",37,399,9000037,"ok","","",399,399,0,0,0,5.39103220641607,2,7,0,0,0,0.25,0,0.125,0,0.25,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",38,399,9000038,"ok","","",399,399,0,0,0,7.71250699015452,2,7,1,0.25,0,0.125,1,0.125,1,0.125,1,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",39,399,9000039,"ok","","",399,399,0,0,0,6.35262335568355,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",40,399,9000040,"ok","","",399,399,0,0,0,3.60514773976995,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",41,399,9000041,"ok","","",399,399,0,0,0,6.64830576070887,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",42,399,9000042,"ok","","",399,399,0,0,0,4.44381270377788,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",43,399,9000043,"ok","","",399,399,0,0,0,1.96355457348728,2,6,1,0,0,0.125,0,0.25,0,0.125,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",44,399,9000044,"ok","","",399,399,0,0,0,7.26730236654664,2,6,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",45,399,9000045,"ok","","",399,399,0,0,0,2.86665020233922,2,7,0,0.125,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",46,399,9000046,"ok","","",399,399,0,0,0,5.23855667597574,2,7,0,0,0,0,0,0,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
"unequal exposure",47,399,9000047,"ok","","",399,399,0,0,0,6.13137181870255,2,7,0,0.125,0,0,0,0.125,0,0,0,"tools/simval/studies/item-fit-bootstrap-intervals.R","32d2bfbfbfc0dbc7485be9255020087a","git:86ddf2c+dirty","c0c325bc7d42","2026-09-07","6302a64bcdb25080c037697186a418d8","loo-maxt-2"
