"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","n_error","n_withheld","n_metric_unavailable","n_boot_attempted","n_boot_used","n_boot_nonconv","n_boot_errors","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","error_rate","mc_se_error","withheld_rate","mc_se_withheld","metric_unavailable_rate","mc_se_metric_unavailable","script","script_md5","package_sha","r_tree_md5","executed","notes","maximum_absolute_error"
"equating-shift-covariance","joint","equated covariance linear-transform agreement",20,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"tools/simval/studies/equating-shift-covariance.R","0751726cae58c7f1e98d957ef41ee4ae","git:86ddf2c+dirty","c843fa85fc1a","2026-09-07","30 judges per calibration; six and seven objects; joint case includes a non-common object and negative location-shift covariance; fixed bank inherits shared shift uncertainty; weights held at their fitted values; conformance only",1.66533453693773e-16
"equating-shift-covariance","fixed","equated covariance linear-transform agreement",20,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"tools/simval/studies/equating-shift-covariance.R","0751726cae58c7f1e98d957ef41ee4ae","git:86ddf2c+dirty","c843fa85fc1a","2026-09-07","30 judges per calibration; six and seven objects; joint case includes a non-common object and negative location-shift covariance; fixed bank inherits shared shift uncertainty; weights held at their fitted values; conformance only",0
