"study","scenario","quantity","n_reps","n_attempted","n_refused","n_nonconv","effect","bias","emp_sd","mean_se","se_ratio","coverage95","mc_se_coverage","type1","mc_se_type1","familywise","mc_se_familywise","power","mc_se_power","refusal_rate","mc_se_refusal","nonconv_rate","mc_se_nonconv","script","script_md5","package_sha","r_tree_md5","executed","notes"
"btl-dif-multicell-df","balanced 2 x 2 judge cells; 12 judges per cell","weakest-cell reference",500,500,0,0,NA,0.0141055921971199,0.294446244053118,0.274586854163059,1.07232462002083,0.964,0.0083311463797007,0.036,0.0083311463797007,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-dif-multicell-df.R","0b94eae5a9c016fcff30bab38732d35c","08675af+dirty","5dd8adc8bc77","2026-08-27","four-cell interaction; df = minimum effective judges minus one"
"btl-dif-multicell-df","balanced 2 x 2 judge cells; 12 judges per cell","superseded pooled-count reference",500,500,0,0,NA,0.0141055921971199,0.294446244053118,0.274586854163059,1.07232462002083,0.938,0.0107848041243223,0.062,0.0107848041243223,NA,NA,NA,NA,0,0,0,0,"tools/simval/studies/btl-dif-multicell-df.R","0b94eae5a9c016fcff30bab38732d35c","08675af+dirty","5dd8adc8bc77","2026-08-27","diagnostic only; df = sum effective judges minus two"
